1303,nagy,ADJ
800,szép,ADJ
747,jó,ADJ
354,toldi,ADJ
317,kis,ADJ
301,egész,ADJ
249,új,ADJ
238,szegény,ADJ
235,magyar,ADJ
217,erős,ADJ
201,nehéz,ADJ
198,édes,ADJ
186,régi,ADJ
179,öreg,ADJ
170,ép,ADJ
160,vén,ADJ
152,első,ADJ
142,mély,ADJ
139,hű,ADJ
136,rossz,ADJ
133,fényes,ADJ
130,nemes,ADJ
122,vad,ADJ
117,sötét,ADJ
116,büszke,ADJ
115,könnyű,ADJ
113,kemény,ADJ
110,tiszta,ADJ
110,gyors,ADJ
108,fekete,ADJ
105,szent,ADJ
105,kedves,ADJ
105,drága,ADJ
103,zöld,ADJ
103,piros,ADJ
103,fehér,ADJ
98,magas,ADJ
98,kész,ADJ
97,ősz,ADJ
96,igaz,ADJ
91,hosszú,ADJ
88,bátor,ADJ
84,idegen,ADJ
81,szabad,ADJ
81,rövid,ADJ
79,boldog,ADJ
78,királyi,ADJ
78,földi,ADJ
74,rozgonyi,ADJ
74,bús,ADJ
72,vitéz,ADJ
72,üres,ADJ
72,széles,ADJ
71,utolsó,ADJ
71,olasz,ADJ
69,többi,ADJ
68,bölcs,ADJ
68,bő,ADJ
67,árva,ADJ
66,néma,ADJ
65,való,ADJ
65,szomorú,ADJ
65,bolond,ADJ
64,puszta,ADJ
63,kicsi,ADJ
63,hideg,ADJ
63,cseh,ADJ
62,víg,ADJ
61,örök,ADJ
58,puha,ADJ
58,fő,ADJ
57,valami,ADJ
57,hadi,ADJ
57,csóri,ADJ
57,barna,ADJ
56,szörnyű,ADJ
55,sebes,ADJ
55,gyenge,ADJ
54,fiatal,ADJ
54,derék,ADJ
54,csendes,ADJ
54,bizonyos,ADJ
53,török,ADJ
52,iszonyú,ADJ
51,nyájas,ADJ
51,gyönge,ADJ
50,méltó,ADJ
48,gazdag,ADJ
48,dicső,ADJ
47,véres,ADJ
47,ifjú,ADJ
46,apró,ADJ
45,szilaj,ADJ
45,sűrű,ADJ
45,lassú,ADJ
44,beteg,ADJ
43,tüzes,ADJ
43,laczfi,ADJ
43,ilosvai,ADJ
43,emberi,ADJ
43,élő,ADJ
42,szűk,ADJ
42,keserű,ADJ
41,jámbor,ADJ
41,fejedelmi,ADJ
40,jobb,ADJ
40,híres,ADJ
40,harmadik,ADJ
40,elég,ADJ
39,szőke,ADJ
39,deli,ADJ
38,ritka,ADJ
38,közös,ADJ
38,égi,ADJ
37,hűs,ADJ
37,hatalmas,ADJ
36,rettenetes,ADJ
36,felséges,ADJ
35,ősi,ADJ
35,mindenik,ADJ
35,második,ADJ
35,mai,ADJ
35,komoly,ADJ
35,dús,ADJ
34,úri,ADJ
34,titkos,ADJ
34,sárga,ADJ
34,harci,ADJ
34,gonosz,ADJ
34,aranyos,ADJ
33,messzi,ADJ
33,dühös,ADJ
32,német,ADJ
32,gyászos,ADJ
32,biztos,ADJ
31,vak,ADJ
31,tisztes,ADJ
31,kék,ADJ
31,hitvány,ADJ
31,egyszerű,ADJ
31,égő,ADJ
31,bal,ADJ
31,áldott,ADJ
30,vidám,ADJ
30,tompa,ADJ
30,merész,ADJ
30,kicsiny,ADJ
30,kegyetlen,ADJ
30,halvány,ADJ
29,pogány,ADJ
29,éles,ADJ
28,vándor,ADJ
28,szűz,ADJ
28,okos,ADJ
28,keserves,ADJ
28,illő,ADJ
28,halálos,ADJ
28,eleven,ADJ
28,durva,ADJ
28,boszú,ADJ
27,ragyogó,ADJ
27,meleg,ADJ
26,világos,ADJ
26,szécsi,ADJ
26,nyílt,ADJ
26,halk,ADJ
26,görbe,ADJ
26,búsan,ADJ
25,súlyos,ADJ
25,ócska,ADJ
25,negyedik,ADJ
25,kerek,ADJ
25,hősi,ADJ
25,homályos,ADJ
25,hangos,ADJ
25,gyáva,ADJ
25,déli,ADJ
24,zengő,ADJ
24,teljes,ADJ
24,rájó,ADJ
24,olcsó,ADJ
24,nemzeti,ADJ
24,friss,ADJ
24,csöndes,ADJ
24,ártatlan,ADJ
23,szelíd,ADJ
23,messze,ADJ
23,lágy,ADJ
23,haragos,ADJ
23,fáradt,ADJ
23,élt,ADJ
23,cifra,ADJ
22,vitézlő,ADJ
22,vékony,ADJ
22,udvari,ADJ
22,sík,ADJ
22,részeg,ADJ
22,női,ADJ
22,lomha,ADJ
22,kobzos,ADJ
22,holt,ADJ
22,hasztalan,ADJ
22,hasonló,ADJ
22,éjjeli,ADJ
22,bánatos,ADJ
22,1,ADJ
21,temérdek,ADJ
21,szomszéd,ADJ
21,szólott,ADJ
21,szász,ADJ
21,roppant,ADJ
21,őszi,ADJ
21,mihelyes,ADJ
21,külön,ADJ
21,honi,ADJ
21,házi,ADJ
21,ékes,ADJ
21,éhes,ADJ
20,vastag,ADJ
20,lelki,ADJ
20,koronás,ADJ
20,kegyes,ADJ
20,jövendő,ADJ
20,gyönyörű,ADJ
20,gyilkos,ADJ
19,vitézi,ADJ
19,ügyes,ADJ
19,testi,ADJ
19,tág,ADJ
19,kövér,ADJ
19,komor,ADJ
19,kolocintos,ADJ
19,ködös,ADJ
19,isteni,ADJ
19,hív,ADJ
19,hamis,ADJ
19,daliás,ADJ
19,csekély,ADJ
19,cigány,ADJ
19,boldogtalan,ADJ
19,anyai,ADJ
18,szerető,ADJ
18,rideg,ADJ
18,örökös,ADJ
18,láncs,ADJ
18,különös,ADJ
18,kopasz,ADJ
18,józan,ADJ
18,hegyes,ADJ
18,becses,ADJ
18,adott,ADJ
17,szerény,ADJ
17,szerelmes,ADJ
17,száraz,ADJ
17,római,ADJ
17,hosszas,ADJ
17,hiú,ADJ
17,hegyi,ADJ
17,halandó,ADJ
17,goromba,ADJ
17,futó,ADJ
16,végső,ADJ
16,téli,ADJ
16,székely,ADJ
16,özvegy,ADJ
16,nyugodt,ADJ
16,losonczi,ADJ
16,keskeny,ADJ
16,képes,ADJ
16,helyes,ADJ
16,folyó,ADJ
16,érdemes,ADJ
16,enyhe,ADJ
16,elsőbb,ADJ
16,csúnya,ADJ
16,asszonyi,ADJ
15,vert,ADJ
15,várt,ADJ
15,úti,ADJ
15,tetemes,ADJ
15,szürke,ADJ
15,szellemi,ADJ
15,poros,ADJ
15,ostoba,ADJ
15,nyers,ADJ
15,nemzetes,ADJ
15,mostani,ADJ
15,mérges,ADJ
15,lovagi,ADJ
15,lehetetlen,ADJ
15,kettős,ADJ
15,hajnali,ADJ
15,fürge,ADJ
15,forró,ADJ
15,dundi,ADJ
15,álló,ADJ
14,völgyi,ADJ
14,teli,ADJ
14,tábori,ADJ
14,szűzi,ADJ
14,lovas,ADJ
14,kurta,ADJ
14,kínos,ADJ
14,kétes,ADJ
14,késő,ADJ
14,jeles,ADJ
14,gyermeki,ADJ
14,fegyveres,ADJ
14,budai,ADJ
14,benső,ADJ
14,apai,ADJ
14,álmos,ADJ
13,veszedelmes,ADJ
13,tündéri,ADJ
13,rokon,ADJ
13,nyári,ADJ
13,méla,ADJ
13,kiséri,ADJ
13,júl,ADJ
13,játszi,ADJ
13,hulló,ADJ
13,hajdani,ADJ
13,gyér,ADJ
13,gondos,ADJ
13,fagyos,ADJ
12,virágos,ADJ
12,világi,ADJ
12,tekenő,ADJ
12,tegnapi,ADJ
